,Date,compound,neg,neu,pos,Open,High,Low,Close,Volume
34,2007-02-22,0.7579,0.038,0.9079999999999999,0.054000000000000006,4096.65,4126.9,4023.15,4040.0,120932537
35,2007-02-23,0.9509,0.052000000000000005,0.872,0.076,4046.0,4065.45,3918.2,3938.95,91231906
36,2007-02-26,0.9817,0.04,0.868,0.092,3939.1,3958.9,3856.7,3942.0,86198266
37,2007-02-27,0.5312,0.069,0.8540000000000001,0.076,3948.05,3958.0,3873.85,3893.9,75831405
38,2007-02-28,0.7691,0.055999999999999994,0.8640000000000001,0.08,3893.4,3893.4,3674.85,3745.3,143100823
39,2007-03-01,0.8284,0.051,0.87,0.08,3745.4,3818.75,3718.15,3811.2,108340792
40,2007-03-02,0.9612,0.057,0.856,0.08800000000000001,3811.65,3842.05,3711.05,3726.75,99384914
41,2007-03-05,-0.2764,0.067,0.867,0.066,3726.5,3726.65,3554.5,3576.5,111377742
42,2007-03-06,-0.5859,0.076,0.85,0.075,3577.15,3679.15,3576.65,3655.65,94708234
43,2007-03-07,0.9690000000000001,0.04,0.889,0.071,3661.55,3714.15,3568.55,3626.85,92664441
44,2007-03-08,0.9107,0.039,0.903,0.059000000000000004,3627.25,3779.5,3626.8,3761.65,102126395
45,2007-03-09,0.9748,0.039,0.877,0.084,3761.85,3795.7,3684.25,3718.0,116080128
46,2007-03-12,-0.743,0.06,0.884,0.055999999999999994,3717.45,3781.45,3713.9,3734.6,89783796
47,2007-03-13,0.9559,0.042,0.8909999999999999,0.067,3735.25,3775.85,3717.15,3770.55,76689083
48,2007-03-14,-0.7847,0.073,0.856,0.07200000000000001,3768.4,3768.4,3623.0,3641.1,83325778
49,2007-03-15,0.9933,0.06,0.825,0.115,3644.9,3711.05,3630.55,3643.6,73901367
50,2007-03-16,-0.9209999999999999,0.08900000000000001,0.831,0.08,3639.35,3683.6,3573.85,3608.55,64748146
51,2007-03-19,0.8485,0.063,0.855,0.08199999999999999,3611.3,3683.35,3602.85,3678.9,45956072
52,2007-03-20,0.9905,0.044000000000000004,0.847,0.10800000000000001,3680.35,3725.0,3676.65,3697.6,69478798
53,2007-03-21,0.8748,0.057,0.873,0.07,3697.7,3771.2,3680.6,3764.55,73653431
54,2007-03-22,-0.3794,0.069,0.857,0.07400000000000001,3764.5,3881.0,3764.5,3875.9,91519911
55,2007-03-23,0.9956,0.053,0.8220000000000001,0.124,3876.75,3901.75,3850.8,3861.05,85511339
56,2007-03-26,0.8105,0.07200000000000001,0.8390000000000001,0.08900000000000001,3863.45,3885.45,3768.25,3819.95,67231993
57,2007-03-28,0.9894,0.051,0.848,0.10099999999999999,3818.75,3830.3,3752.95,3761.1,83105233
58,2007-03-29,0.9497,0.055,0.873,0.07200000000000001,3759.15,3805.85,3750.35,3798.1,111423813
59,2007-03-30,0.971,0.067,0.835,0.098,3788.85,3832.2,3785.3,3821.55,81295476
60,2007-04-02,0.9894,0.032,0.873,0.095,3820.0,3820.0,3617.0,3633.6,74611355
61,2007-04-03,0.9865,0.062,0.836,0.102,3633.85,3703.05,3632.2,3690.65,64733113
62,2007-04-04,0.9876,0.043,0.8590000000000001,0.09699999999999999,3689.75,3751.4,3689.75,3733.25,87771799
63,2007-04-05,0.8827,0.066,0.85,0.084,3735.2,3771.45,3709.15,3752.0,75346993
64,2007-04-09,0.9819,0.064,0.833,0.10300000000000001,3752.9,3850.9,3747.25,3843.5,65501863
65,2007-04-10,0.9738,0.043,0.89,0.067,3844.15,3858.35,3819.3,3848.15,78284712
66,2007-04-11,0.9784,0.046,0.872,0.08199999999999999,3848.35,3876.35,3844.75,3862.65,89113728
67,2007-04-12,0.9929,0.055999999999999994,0.836,0.10800000000000001,3861.85,3861.85,3811.25,3829.85,69265870
68,2007-04-13,0.7276,0.05,0.894,0.055999999999999994,3830.35,3924.55,3828.45,3917.35,89158610
69,2007-04-16,0.9413,0.066,0.84,0.094,3920.5,4016.8,3920.5,4013.35,85406452
70,2007-04-17,0.9935,0.031,0.882,0.086,4014.4,4030.0,3976.25,3984.95,83281173
71,2007-04-18,0.956,0.049,0.877,0.075,3989.6,4039.25,3981.75,4011.6,73900407
72,2007-04-19,0.9942,0.052000000000000005,0.831,0.11699999999999999,3998.5,4011.0,3933.35,3997.65,76167934
73,2007-04-20,0.9886,0.036000000000000004,0.873,0.091,4000.25,4090.05,3995.5,4083.55,96650049
74,2007-04-23,0.9966,0.066,0.7859999999999999,0.14800000000000002,4083.55,4122.35,4075.2,4085.1,85793172
75,2007-04-24,0.981,0.053,0.853,0.094,4085.1,4162.15,4057.7,4141.8,101792602
76,2007-04-25,0.9954,0.017,0.878,0.105,4134.25,4173.3,4114.35,4167.3,96383411
77,2007-04-26,0.972,0.031,0.9079999999999999,0.061,4170.05,4217.9,4143.25,4177.85,111716820
78,2007-04-27,0.9943,0.033,0.8759999999999999,0.091,4182.0,4182.0,4074.3,4083.5,83330984
79,2007-04-30,0.9967,0.026000000000000002,0.873,0.102,4081.6,4096.9,4028.9,4087.9,74746036
80,2007-05-03,0.9942,0.032,0.883,0.085,4089.45,4161.2,4080.75,4150.85,79591422
81,2007-05-04,0.9945,0.06,0.831,0.109,4168.9,4180.9,4109.7,4117.35,67472022
82,2007-05-07,0.9961,0.049,0.8540000000000001,0.09699999999999999,4117.5,4157.65,4103.6,4111.15,63121628
83,2007-05-08,0.9818,0.039,0.8909999999999999,0.07,4111.25,4136.05,4066.4,4077.0,77322300
