,Date,compound,neg,neu,pos,Open,High,Low,Close,Volume
0,2007-01-02,0.9714,0.035,0.8959999999999999,0.069,13827.769531,13980.540038999998,13797.44043,13942.240234,9600.0
1,2007-01-03,-0.3111,0.054000000000000006,0.8859999999999999,0.06,13969.450195,14035.669922,13897.419922,14014.919922,11600.0
2,2007-01-04,0.128,0.07,0.853,0.077,14029.040038999998,14060.349609,13850.379883000001,13871.709961000002,14600.0
3,2007-01-05,-0.9109999999999999,0.054000000000000006,0.902,0.044000000000000004,13768.790038999998,13971.820313,13763.389647999998,13860.519531,13200.0
4,2007-01-08,0.9815,0.038,0.8859999999999999,0.076,13855.889647999998,13855.889647999998,13599.870116999999,13652.150391,11600.0
5,2007-01-09,0.9735,0.036000000000000004,0.889,0.075,13650.959961000002,13748.419922,13493.379883000001,13566.330078,36600.0
6,2007-01-10,0.9962,0.023,0.872,0.105,13569.570313,13569.570313,13336.519531,13362.160156,12600.0
7,2007-01-11,0.9644,0.05,0.873,0.077,13331.379883,13667.799805,13303.219727,13630.709961000002,15600.0
8,2007-01-12,0.9549,0.059000000000000004,0.866,0.07400000000000001,13729.070313,14070.879883000001,13729.070313,14056.530272999998,14400.0
9,2007-01-15,0.9761,0.028999999999999998,0.9,0.071,14110.44043,14202.120116999999,14103.120116999999,14129.639647999998,15400.0
10,2007-01-16,0.9955,0.021,0.8859999999999999,0.09300000000000001,14146.0,14211.150391,14070.650391,14114.730469,9000.0
11,2007-01-17,0.9931,0.047,0.84,0.113,14116.25,14185.120116999999,14089.629883000001,14131.339844,9000.0
12,2007-01-18,0.9913,0.046,0.863,0.09,14165.769531,14325.919922,14140.349609,14217.75,13800.0
13,2007-01-19,0.9858,0.052000000000000005,0.8540000000000001,0.094,14271.240234,14300.110352000002,14067.519531,14182.709961000002,14400.0
14,2007-01-22,0.9823,0.022000000000000002,0.899,0.079,14217.799805,14259.070313,14111.75,14209.240234,11200.0
15,2007-01-23,0.9858,0.039,0.877,0.084,14212.120116999999,14212.120116999999,14025.740234,14041.240234,14600.0
16,2007-01-24,0.9657,0.05,0.8759999999999999,0.07400000000000001,14069.610352000002,14156.459961000002,14043.540038999998,14110.459961000002,18000.0
17,2007-01-25,0.9846,0.054000000000000006,0.85,0.096,14151.620116999999,14307.19043,14115.400391,14282.719727000002,15600.0
18,2007-01-29,0.9655,0.023,0.914,0.063,14306.969727000002,14316.540038999998,14185.919922,14211.959961000002,12800.0
19,2007-01-31,0.9984,0.025,0.835,0.139,14219.379883000001,14269.30957,14045.610352000002,14090.919922,25000.0
20,2007-02-01,0.985,0.045,0.8690000000000001,0.086,14124.360352000002,14278.080078,14109.910156,14267.179688,14200.0
21,2007-02-02,0.9868,0.036000000000000004,0.871,0.09300000000000001,14293.110352000002,14462.769531,14293.110352000002,14403.769531,18400.0
22,2007-02-05,0.9858,0.037000000000000005,0.8759999999999999,0.087,14432.089844,14526.509766,14372.360352000002,14515.900391,11600.0
23,2007-02-06,0.9739,0.051,0.858,0.091,14541.240234,14564.799805,14452.780272999998,14478.19043,18600.0
24,2007-02-07,0.9793,0.038,0.8690000000000001,0.09300000000000001,14493.55957,14663.259766,14478.450195,14643.129883000001,11400.0
25,2007-02-08,0.9903,0.043,0.838,0.11900000000000001,14690.580078,14697.69043,14523.160156,14652.089844,11600.0
26,2007-02-09,0.9764,0.02,0.8859999999999999,0.095,14684.349609,14723.879883000001,14493.669922,14538.900391,12200.0
27,2007-02-12,0.9563,0.063,0.856,0.081,14529.280272999998,14529.280272999998,14146.219727000002,14190.700195,21200.0
28,2007-02-13,0.9915,0.03,0.879,0.091,14168.330078,14363.740234,13957.700195,14090.980469,24400.0
29,2007-02-14,0.8718,0.057999999999999996,0.8690000000000001,0.073,13990.410156,14036.610352000002,13805.360352000002,14009.900391,22400.0
30,2007-02-15,-0.9404,0.055,0.9129999999999999,0.032,14107.089844,14372.959961000002,14107.089844,14355.549805,16200.0
31,2007-02-19,-0.8865,0.084,0.846,0.07,14406.879883000001,14479.179688,14372.070313,14402.900391,12600.0
32,2007-02-20,0.9599,0.047,0.879,0.07400000000000001,14449.230469,14466.759766,14230.469727000002,14253.379883000001,13200.0
33,2007-02-21,0.8738,0.08199999999999999,0.81,0.10800000000000001,14199.070313,14312.879883000001,14157.719727000002,14188.490234,14600.0
34,2007-02-22,0.7579,0.038,0.9079999999999999,0.054000000000000006,14200.110352000002,14287.030272999998,13978.049805,14021.30957,16200.0
35,2007-02-23,0.9509,0.052000000000000005,0.872,0.076,14071.269531,14071.269531,13568.080078,13632.530272999998,18200.0
36,2007-02-26,0.9817,0.04,0.868,0.092,13684.950195,13723.400391,13383.879883,13649.519531,17400.0
37,2007-02-27,0.5312,0.069,0.8540000000000001,0.076,13703.410156,13703.410156,13408.55957,13478.830078,15400.0
38,2007-02-28,0.7691,0.055999999999999994,0.8640000000000001,0.08,13045.120117,13298.519531,12800.910156,12938.089844,35800.0
39,2007-03-01,0.8284,0.051,0.87,0.08,13013.740234,13193.129883,12861.349609,13159.549805,24200.0
40,2007-03-02,0.9612,0.057,0.856,0.08800000000000001,13139.099609,13254.030273,12836.75,12886.129883,19600.0
41,2007-03-05,-0.2764,0.067,0.867,0.066,12716.849609,12716.849609,12344.44043,12415.040039,27600.0
42,2007-03-06,-0.5859,0.076,0.85,0.075,12573.009766,12760.219727,12427.129883,12697.089844,21600.0
43,2007-03-07,0.9690000000000001,0.04,0.889,0.071,12792.900391,12902.179688,12390.459961,12579.75,19800.0
44,2007-03-08,0.9107,0.039,0.903,0.059000000000000004,12649.769531,13099.830078,12596.860352,13049.349609,20800.0
45,2007-03-09,0.9748,0.039,0.877,0.084,13107.370117,13145.719727,12788.160156,12884.990234,25200.0
46,2007-03-12,-0.743,0.06,0.884,0.055999999999999994,12916.669922,13056.860352,12844.990234,12902.629883,17200.0
47,2007-03-13,0.9559,0.042,0.8909999999999999,0.067,12924.5,13026.849609,12817.620117,12982.980469,15000.0
48,2007-03-14,-0.7847,0.073,0.856,0.07200000000000001,12694.360352,12694.360352,12504.099609,12529.620117,19200.0
49,2007-03-15,0.9933,0.06,0.825,0.115,12655.94043,12789.80957,12510.75,12543.849609,16200.0
50,2007-03-16,-0.9209999999999999,0.08900000000000001,0.831,0.08,12570.519531,12638.780273,12316.099609,12430.400391,14800.0
51,2007-03-19,0.8485,0.063,0.855,0.08199999999999999,12484.639648,12655.0,12426.660156,12644.990234,12000.0
52,2007-03-20,0.9905,0.044000000000000004,0.847,0.10800000000000001,12746.94043,12798.799805,12674.769531,12705.94043,15600.0
53,2007-03-21,0.8748,0.057,0.873,0.07,12735.910156,12964.94043,12664.330078,12945.879883,16000.0
54,2007-03-22,-0.3794,0.069,0.857,0.07400000000000001,13071.80957,13326.240234,13071.80957,13308.030273,19000.0
55,2007-03-23,0.9956,0.053,0.8220000000000001,0.124,13343.570313,13386.950195,13196.900391,13285.929688,16400.0
56,2007-03-26,0.8105,0.07200000000000001,0.8390000000000001,0.08900000000000001,13345.730469,13345.730469,13090.799805,13124.320313,12200.0
57,2007-03-28,0.9894,0.051,0.848,0.10099999999999999,13034.269531,13035.55957,12861.179688,12884.339844,13200.0
58,2007-03-29,0.9497,0.055,0.873,0.07200000000000001,12862.530273,13004.400391,12832.69043,12979.660156,15600.0
59,2007-03-30,0.971,0.067,0.835,0.098,13018.209961,13111.870117,12984.129883,13072.099609,13600.0
60,2007-04-02,0.9894,0.032,0.873,0.095,12811.929688,12811.929688,12425.519531,12455.370117,15800.0
61,2007-04-03,0.9865,0.062,0.836,0.102,12503.75,12657.75,12481.860352,12624.580078,12200.0
62,2007-04-04,0.9876,0.043,0.8590000000000001,0.09699999999999999,12691.240234,12835.360352,12691.240234,12786.769531,18800.0
63,2007-04-05,0.8827,0.066,0.85,0.084,12791.599609,12899.30957,12711.5,12856.080078,15800.0
64,2007-04-09,0.9819,0.064,0.833,0.10300000000000001,12904.849609,13194.0,12904.849609,13177.740234,13800.0
65,2007-04-10,0.9738,0.043,0.89,0.067,13236.200195,13236.200195,13075.480469,13189.540039,15400.0
66,2007-04-11,0.9784,0.046,0.872,0.08199999999999999,13221.759766,13294.900391,13161.209961,13183.240234,16000.0
67,2007-04-12,0.9929,0.055999999999999994,0.836,0.10800000000000001,13127.860352,13160.150391,13030.870117,13113.80957,12200.0
68,2007-04-13,0.7276,0.05,0.894,0.055999999999999994,13163.019531,13421.049805,13119.879883,13384.080078,18400.0
69,2007-04-16,0.9413,0.066,0.84,0.094,13479.490234,13708.400391,13479.490234,13695.580078,14200.0
70,2007-04-17,0.9935,0.031,0.882,0.086,13733.179688,13755.759766,13581.040038999998,13607.040038999998,14200.0
71,2007-04-18,0.956,0.049,0.877,0.075,13602.900391,13762.919922,13602.900391,13672.19043,14200.0
72,2007-04-19,0.9942,0.052000000000000005,0.831,0.11699999999999999,13538.709961000002,13658.110352000002,13423.639647999998,13619.700195,15800.0
73,2007-04-20,0.9886,0.036000000000000004,0.873,0.091,13684.950195,13915.620116999999,13684.950195,13897.410156,21200.0
74,2007-04-23,0.9966,0.066,0.7859999999999999,0.14800000000000002,13972.80957,14046.519531,13879.389647999998,13928.330078,42800.0
75,2007-04-24,0.981,0.053,0.853,0.094,13893.719727000002,14197.320313,13850.070313,14136.719727000002,22000.0
76,2007-04-25,0.9954,0.017,0.878,0.105,14141.700195,14238.290038999998,14052.169922,14217.769531,18000.0
77,2007-04-26,0.972,0.031,0.9079999999999999,0.061,14273.169922,14383.719727000002,14127.179688,14228.879883000001,16800.0
78,2007-04-27,0.9943,0.033,0.8759999999999999,0.091,14219.25,14219.25,13884.530272999998,13908.580078,19800.0
79,2007-04-30,0.9967,0.026000000000000002,0.873,0.102,13823.400391,13901.120116999999,13693.589844,13872.370116999999,15400.0
80,2007-05-03,0.9942,0.032,0.883,0.085,13987.769531,14107.05957,13987.769531,14078.209961000002,14200.0
81,2007-05-04,0.9945,0.06,0.831,0.109,14129.889647999998,14189.209961000002,13912.919922,13934.269531,13200.0
82,2007-05-07,0.9961,0.049,0.8540000000000001,0.09699999999999999,14044.709961000002,14067.070313,13861.379883000001,13879.25,11600.0
83,2007-05-08,0.9818,0.039,0.8909999999999999,0.07,13886.0,13956.400391,13741.240234,13765.459961000002,12800.0
84,2007-05-09,0.9318,0.062,0.865,0.073,13707.860352000002,13806.370116999999,13612.040038999998,13781.509766,12400.0
85,2007-05-10,0.8622,0.048,0.89,0.062,13823.360352000002,13976.790038999998,13745.230469,13771.230469,13600.0
86,2007-05-11,0.9853,0.054000000000000006,0.8540000000000001,0.092,13691.860352000002,13864.179688,13562.950195,13796.160156,16000.0
87,2007-05-14,0.9951,0.049,0.84,0.111,13954.410156,14026.019531,13924.019531,13965.860352000002,11200.0
88,2007-05-15,0.953,0.052000000000000005,0.868,0.08,13948.910156,14023.860352000002,13885.459961000002,13929.330078,11200.0
89,2007-05-16,-0.8151,0.057,0.8959999999999999,0.047,13949.80957,14159.360352000002,13936.879883000001,14127.30957,19800.0
90,2007-05-17,0.9811,0.059000000000000004,0.855,0.086,14217.360352000002,14352.980469,14217.360352000002,14299.709961000002,17600.0
91,2007-05-18,0.9702,0.078,0.815,0.107,14261.469727000002,14337.05957,14201.009766,14303.410156,12400.0
92,2007-05-21,0.9893,0.05,0.8640000000000001,0.086,14414.830078,14451.299805,14384.610352000002,14418.599609,30800.0
93,2007-05-22,0.9856,0.019,0.9159999999999999,0.065,14458.480469,14483.589844,14348.259766,14453.719727000002,17000.0
94,2007-05-23,0.2415,0.071,0.858,0.07,14490.030272999998,14500.639647999998,14325.889647999998,14363.259766,18000.0
95,2007-05-24,0.7026,0.054000000000000006,0.882,0.064,14344.700195,14389.660156,14174.049805,14218.110352000002,13600.0
96,2007-05-25,-0.2547,0.079,0.848,0.07200000000000001,14073.610352000002,14364.950195,14046.05957,14338.450195,14000.0
97,2007-05-28,0.9485,0.064,0.846,0.09,14467.849609,14527.469727000002,14368.400391,14397.889647999998,12000.0
98,2007-05-29,0.9918,0.037000000000000005,0.875,0.08800000000000001,14418.980469,14530.150391,14372.070313,14508.209961000002,11000.0
99,2007-05-30,0.9938,0.021,0.894,0.085,14501.459961000002,14576.370116999999,14379.209961000002,14411.379883000001,15000.0
100,2007-05-31,0.9626,0.057,0.856,0.087,14451.30957,14573.80957,14448.570313,14544.459961000002,12400.0
101,2007-06-01,0.9928,0.04,0.868,0.092,14610.280272999998,14682.099609,14539.889647999998,14570.75,13800.0
102,2007-06-04,0.9783,0.051,0.861,0.08800000000000001,14618.780272999998,14683.360352000002,14465.679688,14495.769531,15200.0
103,2007-06-05,0.9477,0.040999999999999995,0.895,0.065,14514.200195,14571.30957,14432.669922,14535.009766,10800.0
104,2007-06-06,0.9839,0.057,0.847,0.096,14551.530272999998,14590.820313,14234.070313,14255.929688,22800.0
105,2007-06-07,0.9346,0.045,0.878,0.077,14195.839844,14362.580078,14139.089844,14186.179688,17000.0
106,2007-06-08,0.9908,0.08199999999999999,0.805,0.11199999999999999,14063.94043,14229.219727000002,14010.610352000002,14063.80957,18600.0
107,2007-06-11,0.9762,0.034,0.899,0.066,14170.80957,14268.910156,14057.629883000001,14083.410156,12000.0
108,2007-06-12,0.6293,0.051,0.887,0.062,14122.330078,14153.44043,13946.990234,14130.950195,13600.0
109,2007-06-13,0.9505,0.044000000000000004,0.89,0.066,14139.919922,14152.790038999998,13968.379883000001,14003.030272999998,13000.0
110,2007-06-14,0.9819,0.045,0.8809999999999999,0.07400000000000001,14087.910156,14219.240234,14087.910156,14203.719727000002,11800.0
111,2007-06-15,0.9611,0.051,0.871,0.078,14277.610352000002,14326.549805,14112.530272999998,14162.709961000002,13000.0
112,2007-06-18,0.9852,0.046,0.862,0.092,14241.759766,14283.709961000002,14057.259766,14080.139647999998,9400.0
113,2007-06-19,0.9716,0.045,0.872,0.083,14088.580078,14315.179688,14058.790038999998,14295.5,9400.0
114,2007-06-20,0.9894,0.018000000000000002,0.914,0.067,14359.959961000002,14449.379883000001,14347.580078,14411.950195,11200.0
115,2007-06-21,0.9878,0.051,0.855,0.094,14415.55957,14526.44043,14406.669922,14499.240234,13800.0
116,2007-06-22,0.9632,0.052000000000000005,0.867,0.08,14508.629883000001,14560.320313,14441.759766,14467.360352000002,18600.0
117,2007-06-25,0.9248,0.052000000000000005,0.873,0.076,14469.429688,14521.620116999999,14424.709961000002,14487.719727000002,16200.0
118,2007-06-26,0.977,0.036000000000000004,0.87,0.094,14478.75,14560.480469,14478.75,14501.080078,12400.0
119,2007-06-27,0.9652,0.018000000000000002,0.9259999999999999,0.055999999999999994,14520.19043,14520.19043,14407.120116999999,14431.05957,10400.0
120,2007-06-28,0.9381,0.040999999999999995,0.89,0.069,14498.049805,14537.040038999998,14435.240234,14504.570313,16000.0
121,2007-06-29,0.9814,0.044000000000000004,0.868,0.08800000000000001,14589.519531,14663.25,14574.450195,14650.509766,10800.0
122,2007-07-02,0.9826,0.065,0.826,0.109,14685.160156,14745.969727000002,14638.879883000001,14664.259766,9200.0
123,2007-07-03,0.982,0.062,0.838,0.1,14720.0,14828.389647999998,14720.0,14806.509766,9200.0
124,2007-07-04,0.9721,0.062,0.847,0.091,14868.139647999998,14906.929688,14790.75,14880.240234,14800.0
125,2007-07-05,0.9972,0.018000000000000002,0.843,0.139,14932.530272999998,14963.259766,14731.219727000002,14861.889647999998,18800.0
126,2007-07-06,0.9534,0.052000000000000005,0.8640000000000001,0.084,14843.429688,15007.219727000002,14826.55957,14964.120116999999,20000.0
127,2007-07-09,-0.8931,0.102,0.8170000000000001,0.081,15018.709961000002,15085.219727000002,15005.469727000002,15045.730469,14200.0
128,2007-07-10,0.9854,0.033,0.861,0.106,15100.129883000001,15114.950195,14966.400391,15009.879883000001,12600.0
129,2007-07-11,0.8611,0.066,0.853,0.08,14948.150391,15015.349609,14829.549805,14910.620116999999,14600.0
130,2007-07-12,0.9636,0.047,0.8759999999999999,0.077,14963.530272999998,15112.219727000002,14963.530272999998,15092.040038999998,19800.0
131,2007-07-13,0.992,0.062,0.833,0.106,15216.830078,15330.730469,15216.830078,15272.719727000002,24000.0
132,2007-07-16,0.6875,0.052000000000000005,0.883,0.065,15295.030272999998,15341.379883000001,15239.410156,15311.219727000002,20000.0
133,2007-07-17,0.9805,0.069,0.831,0.1,15357.599609,15440.200195,15272.459961000002,15289.820313,15800.0
134,2007-07-18,0.996,0.04,0.857,0.10300000000000001,15296.05957,15325.780272999998,15160.269531,15301.169922,13000.0
135,2007-07-19,0.9658,0.042,0.885,0.073,15357.379883000001,15593.30957,15357.379883000001,15550.129883000001,18600.0
